Unnamed:,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Cluster
1819,1,43,0,0,43,0,0,0,0,0,0
1820,1,106,3,0,106,0,0,0,0,0,0
1821,1,69,2,0,69,0,0,0,0,0,0
1822,1,65,2,0,65,0,0,0,0,0,0
1823,1,52,0,0,52,0,0,0,0,0,0
1824,1,79,1,0,79,0,0,0,0,0,0
1825,1,49,1,0,49,0,0,0,0,0,0
1826,1,31,0,0,31,0,0,0,0,0,0
1827,1,7,0,2,7,0,0,0,0,0,0
1828,1,6,0,2,6,0,0,0,0,0,0
1829,1,7,0,0,7,0,0,0,0,0,0
1830,1,5,1,1,5,0,0,0,0,0,0
1831,1,18,1,0,18,0,0,0,0,0,0
1832,1,32,0,7,32,0,0,0,0,0,0
1833,1,33,1,0,33,0,0,0,0,0,0
1834,1,97,0,0,97,0,0,0,0,0,0
1835,1,102,16,0,102,0,0,0,0,0,0
1836,1,38,10,0,38,0,0,0,0,0,0
1837,1,16,2,0,16,0,0,0,0,0,0
1838,1,3,1,2,3,0,0,0,0,0,0
1839,1,27,0,5,27,0,0,0,0,0,0
1840,1,78,4,35,78,0,0,0,0,0,0
1841,1,29,0,0,29,0,0,0,0,0,0
1842,1,66,9,0,66,0,0,0,0,0,0
1843,1,78,16,0,78,0,0,0,0,0,0
1844,1,57,9,1,57,0,0,0,0,0,0
1845,1,19,4,0,19,0,0,0,0,0,0
1846,1,82,14,0,82,0,0,0,0,0,0
1847,1,5,4,1,5,0,0,0,0,0,0
1848,1,52,5,0,52,0,0,0,0,0,0
1849,1,45,14,0,45,0,0,0,0,0,0
1850,1,41,19,11,41,0,0,0,0,0,0
1851,1,55,10,0,55,0,0,0,0,0,0
1852,1,40,1,0,40,0,0,0,0,0,0
1853,1,48,4,0,48,0,0,0,0,0,0
1854,1,53,7,0,53,0,0,0,0,0,0
1855,1,5,0,0,5,0,0,0,0,0,0
1856,1,0,0,0,0,0,0,0,0,0,0
1857,1,74,6,0,74,0,0,0,0,0,0
1858,1,7,1,2,7,0,0,0,0,0,0
1859,1,96,214,0,96,0,0,0,0,0,0
1860,1,43,2,0,43,0,0,0,0,0,0
1861,1,13,3,0,13,0,0,0,0,0,0
1862,1,28,3,0,28,0,0,0,0,0,0
1863,1,34,0,1,34,0,0,0,0,0,0
1864,1,83,1,0,83,0,0,0,0,0,0
1865,1,7,0,0,7,0,0,0,0,0,0
1866,1,34,0,0,34,0,0,0,0,0,0
1867,1,97,3,0,97,0,0,0,0,0,0
1868,1,24,4,0,24,0,0,0,0,0,0
1869,1,106,18,0,106,0,0,0,0,0,0
1870,1,131,4,0,131,0,0,0,0,0,0
1871,1,132,7,0,132,0,0,0,0,0,0
1872,1,79,5,0,79,0,0,0,0,0,0
1873,1,71,2,7,71,0,0,0,0,0,0
1874,1,55,8,5,55,0,0,0,0,0,0
1875,1,51,9,0,51,0,0,0,0,0,0
1876,1,46,3,1,46,0,0,0,0,0,0
1877,1,5,2,2,5,0,0,0,0,0,0
1878,1,52,5,0,52,0,0,0,0,0,0
1879,1,18,0,0,18,0,0,0,0,0,0
1880,1,207,13,0,207,0,0,0,0,0,0
1881,1,105,5,0,105,0,0,0,0,0,0
1882,1,30,0,0,30,0,0,0,0,0,0
1883,1,32,0,0,32,0,0,0,0,0,0
1884,1,44,10,0,44,0,0,0,0,0,0
1885,1,100,28,1,100,0,0,0,0,0,0
1886,1,58,4,0,58,0,0,0,0,0,0
1887,1,22,1,0,22,0,0,0,0,0,0
1888,1,26,0,0,26,0,0,0,0,0,0
1889,1,45,4,0,45,0,0,0,0,0,0
1890,1,21,0,0,21,0,0,0,0,0,0
1891,1,75,15,0,75,0,0,0,0,0,0
1892,1,21,0,1,21,0,0,0,0,0,0
1893,1,72,23,0,72,0,0,0,0,0,0
1894,1,50,1,0,50,0,0,0,0,0,0
1895,1,26,6,0,26,0,0,0,0,0,0
1896,1,46,9,0,46,0,0,0,0,0,0
1897,1,80,7,0,80,0,0,0,0,0,0
1898,1,41,11,0,41,0,0,0,0,0,0
1899,1,69,6,0,69,0,0,0,0,0,0
1900,1,3,2,2,3,0,0,0,0,0,0
1901,1,21,4,0,21,0,0,0,0,0,0
1902,1,64,1,0,64,0,0,0,0,0,0
1903,1,60,19,0,60,0,0,0,0,0,0
1904,1,25,3,0,25,0,0,0,0,0,0
1905,1,48,17,0,48,0,0,0,0,0,0
1906,1,45,4,0,45,0,0,0,0,0,0
1907,1,2,0,1,2,0,0,0,0,0,0
1908,1,7,0,1,7,0,0,0,0,0,0
1909,1,61,13,0,61,0,0,0,0,0,0
1910,1,16,9,0,16,0,0,0,0,0,0
1911,1,27,3,0,27,0,0,0,0,0,0
1912,1,42,16,11,42,0,0,0,0,0,0
1913,1,65,0,0,65,0,0,0,0,0,0
1914,1,44,4,0,44,0,0,0,0,0,0
1915,1,55,12,0,55,0,0,0,0,0,0
1916,1,59,7,0,59,0,0,0,0,0,0
1917,1,51,6,0,51,0,0,0,0,0,0
1918,1,41,1,0,41,0,0,0,0,0,0
1919,1,12,5,0,12,0,0,0,0,0,0
1920,1,57,7,0,57,0,0,0,0,0,0
1921,1,55,7,0,55,0,0,0,0,0,0
1922,1,76,4,0,76,0,0,0,0,0,0
1923,1,103,14,0,103,0,0,0,0,0,0
1924,1,46,2,0,46,0,0,0,0,0,0
1925,1,74,14,0,74,0,0,0,0,0,0
1926,1,25,0,0,25,0,0,0,0,0,0
1927,1,34,0,0,34,0,0,0,0,0,0
1928,1,50,1,0,50,0,0,0,0,0,0
1929,1,47,0,0,47,0,0,0,0,0,0
1930,1,64,2,0,64,0,0,0,0,0,0
1931,1,40,1,0,40,0,0,0,0,0,0
1932,1,58,1,0,58,0,0,0,0,0,0
1933,1,67,3,0,67,0,0,0,0,0,0
1934,1,50,3,0,50,0,0,0,0,0,0
1935,1,53,1,0,53,0,0,0,0,0,0
1936,1,67,8,0,67,0,0,0,0,0,0
1937,1,90,12,0,90,0,0,0,0,0,0
1938,1,60,2,0,60,0,0,0,0,0,0
1939,1,30,8,0,30,0,0,0,0,0,0
1940,1,52,10,0,52,0,0,0,0,0,0
1941,1,5,0,0,5,0,0,0,0,0,0
1942,1,56,14,0,56,0,0,0,0,0,0
1943,1,26,2,0,26,0,0,0,0,0,0
1944,1,71,11,0,71,0,0,0,0,0,0
1945,1,53,4,0,53,0,0,0,0,0,0
1946,1,35,2,0,35,0,0,0,0,0,0
1947,1,31,2,0,31,0,0,0,0,0,0
1948,1,45,0,0,45,0,0,0,0,0,0
1949,1,20,1,0,20,0,0,0,0,0,0
1950,1,3,2,2,3,0,0,0,0,0,0
1951,1,48,0,0,48,0,0,0,0,0,0
1952,1,18,0,0,18,0,0,0,0,0,0
1953,1,56,10,0,56,0,0,0,0,0,0
1954,1,64,2,1,64,0,0,0,0,0,0
1955,1,63,0,0,63,0,0,0,0,0,0
1956,1,40,9,2,40,0,0,0,0,0,0
1957,1,92,1,0,92,0,0,0,0,0,0
1958,1,53,0,0,53,0,0,0,0,0,0
1959,1,33,0,0,33,0,0,0,0,0,0
1960,1,84,6,0,84,0,0,0,0,0,0
1961,1,87,11,0,87,0,0,0,0,0,0
1962,1,26,0,0,26,0,0,0,0,0,0
1963,1,22,0,0,22,0,0,0,0,0,0
1964,1,78,0,5,78,0,0,0,0,0,0
1965,1,67,6,7,67,0,0,0,0,0,0
1966,1,26,1,0,26,0,0,0,0,0,0
1967,1,14,0,0,14,0,0,0,0,0,0
1968,1,18,0,0,18,0,0,0,0,0,0
1969,1,24,0,0,24,0,0,0,0,0,0
1970,1,27,0,0,27,0,0,0,0,0,0
1971,1,30,11,0,30,0,0,0,0,0,0
1972,1,34,4,0,34,0,0,0,0,0,0
1973,1,26,1,1,26,0,0,0,0,0,0
1974,1,38,4,0,38,0,0,0,0,0,0
1975,1,55,5,0,55,0,0,0,0,0,0
1976,1,80,9,0,80,0,0,0,0,0,0
1977,1,33,3,0,33,0,0,0,0,0,0
1978,1,44,10,0,44,0,0,0,0,0,0
1979,1,41,7,0,41,0,0,0,0,0,0
1980,1,30,3,0,30,0,0,0,0,0,0
1981,1,34,0,0,34,0,0,0,0,0,0
1982,1,30,0,0,30,0,0,0,0,0,0
1983,1,38,9,0,38,0,0,0,0,0,0
1984,1,24,4,1,24,0,0,0,0,0,0
1985,1,37,2,0,37,0,0,0,0,0,0
1986,1,18,3,0,18,0,0,0,0,0,0
1987,1,55,15,0,55,0,0,0,0,0,0
1988,1,54,3,0,54,0,0,0,0,0,0
1989,1,67,11,0,67,0,0,0,0,0,0
1990,1,94,18,0,94,0,0,0,0,0,0
1991,1,41,2,0,41,0,0,0,0,0,0
1992,1,36,2,0,36,0,0,0,0,0,0
1993,1,65,3,1,65,0,0,0,0,0,0
1994,1,90,6,0,90,0,0,0,0,0,0
1995,1,42,2,0,42,0,0,0,0,0,0
1996,1,48,4,0,48,0,0,0,0,0,0
1997,1,45,10,0,45,0,0,0,0,0,0
1998,1,47,2,0,47,0,0,0,0,0,0
1999,1,31,4,0,31,0,0,0,0,0,0
2000,1,105,23,0,105,0,0,0,0,0,0
2001,1,48,0,0,48,0,0,0,0,0,0
2002,1,37,5,0,37,0,0,0,0,0,0
2003,1,5,2,2,5,0,0,0,0,0,0
2004,1,11,0,0,11,0,0,0,0,0,0
2005,1,27,11,1,27,0,0,0,0,0,0
2006,1,2,0,0,2,0,0,0,0,0,0
2007,1,43,1,0,43,0,0,0,0,0,0
2008,1,46,4,0,46,0,0,0,0,0,0
2009,1,53,3,0,53,0,0,0,0,0,0
2010,1,10,1,0,10,0,0,0,0,0,0
2011,1,22,5,0,22,0,0,0,0,0,0
2012,1,12,3,1,12,0,0,0,0,0,0
2013,1,50,6,0,50,0,0,0,0,0,0
2014,1,47,13,0,47,0,0,0,0,0,0
2015,1,14,0,2,14,0,0,0,0,0,0
2016,1,1,0,0,1,0,0,0,0,0,0
2017,1,25,18,0,25,0,0,0,0,0,0
2018,1,16,0,0,16,0,0,0,0,0,0
2019,1,46,2,0,46,0,0,0,0,0,0
2020,1,76,1,0,76,0,0,0,0,0,0
2021,1,16,0,0,16,0,0,0,0,0,0
2022,1,40,1,0,40,0,0,0,0,0,0
2023,1,83,15,0,83,0,0,0,0,0,0
2024,1,89,28,1,89,0,0,0,0,0,0
2025,1,30,0,0,30,0,0,0,0,0,0
2026,1,12,0,0,12,0,0,0,0,0,0
2027,1,52,17,0,52,0,0,0,0,0,0
2028,1,58,19,0,58,0,0,0,0,0,0
2029,1,22,4,0,22,0,0,0,0,0,0
2030,1,6,0,0,6,0,0,0,0,0,0
2031,1,30,2,0,30,0,0,0,0,0,0
2032,1,58,5,0,58,0,0,0,0,0,0
2033,1,32,4,5,32,0,0,0,0,0,0
2034,1,48,5,0,48,0,0,0,0,0,0
2035,1,43,4,0,43,0,0,0,0,0,0
2036,1,30,0,0,30,0,0,0,0,0,0
2037,1,41,3,0,41,0,0,0,0,0,0
2038,1,42,10,0,42,0,0,0,0,0,0
2039,1,59,6,0,59,0,0,0,0,0,0
2040,1,17,0,0,17,0,0,0,0,0,0
2041,1,47,0,0,47,0,0,0,0,0,0
2042,1,14,5,2,14,0,0,0,0,0,0
2043,1,12,1,0,12,0,0,0,0,0,0
2044,1,30,23,4,30,0,0,0,0,0,0
2045,1,25,3,1,25,0,0,0,0,0,0
2046,1,0,0,0,0,0,0,0,0,0,0
2047,1,4,1,0,4,0,0,0,0,0,0
2048,1,3,0,0,3,0,0,0,0,0,0
2049,1,5,1,1,5,0,0,0,0,0,0
2050,1,2,0,0,2,0,0,0,0,0,0
2051,1,11,6,0,11,0,0,0,0,0,0
2052,1,38,10,0,38,0,0,0,0,0,0
2053,1,13,0,0,13,0,0,0,0,0,0
2054,1,19,0,0,19,0,0,0,0,0,0
2055,1,15,1,0,15,0,0,0,0,0,0
2056,1,21,4,0,21,0,0,0,0,0,0
2057,1,42,2,0,42,0,0,0,0,0,0
2058,1,12,0,0,12,0,0,0,0,0,0
2059,1,19,4,0,19,0,0,0,0,0,0
2060,1,24,2,0,24,0,0,0,0,0,0
2061,1,32,1,0,32,0,0,0,0,0,0
2062,1,15,8,0,15,0,0,0,0,0,0
2063,1,22,4,0,22,0,0,0,0,0,0
2064,1,33,8,0,33,0,0,0,0,0,0
2065,1,11,6,0,11,0,0,0,0,0,0
2066,1,47,6,0,47,0,0,0,0,0,0
2067,1,41,7,0,41,0,0,0,0,0,0
2068,1,29,4,0,29,0,0,0,0,0,0
2069,1,48,7,0,48,0,0,0,0,0,0
2070,1,13,8,0,13,0,0,0,0,0,0
2071,1,32,2,0,32,0,0,0,0,0,0
2072,1,42,8,0,42,0,0,0,0,0,0
2073,1,26,5,0,26,0,0,0,0,0,0
2074,1,67,25,0,67,0,0,0,0,0,0
2075,1,23,4,0,23,0,0,0,0,0,0
2076,1,33,4,0,33,0,0,0,0,0,0
2077,1,25,3,0,25,0,0,0,0,0,0
2078,1,22,4,0,22,0,0,0,0,0,0
2079,1,26,0,0,26,0,0,0,0,0,0
2080,1,38,10,0,38,0,0,0,0,0,0
2081,1,50,19,0,50,0,0,0,0,0,0
2082,1,29,1,0,29,0,0,0,0,0,0
2083,1,26,0,0,26,0,0,0,0,0,0
2084,1,25,1,0,25,0,0,0,0,0,0
2085,1,15,0,0,15,0,0,0,0,0,0
2086,1,18,0,0,18,0,0,0,0,0,0
2087,1,28,4,0,28,0,0,0,0,0,0
2088,1,14,23,0,14,0,0,0,0,0,0
2089,1,20,2,0,20,0,0,0,0,0,0
2090,1,17,21,0,17,0,0,0,0,0,0
2091,1,34,0,0,34,0,0,0,0,0,0
2092,1,17,11,0,17,0,0,0,0,0,0
2093,1,40,6,0,40,0,0,0,0,0,0
2094,1,21,5,0,21,0,0,0,0,0,0
2095,1,14,4,0,14,0,0,0,0,0,0
2096,1,43,17,1,43,0,0,0,0,0,0
2097,1,27,5,0,27,0,0,0,0,0,0
2098,1,35,22,0,35,0,0,0,0,0,0
2099,1,24,1,0,24,0,0,0,0,0,0
2100,1,30,4,0,30,0,0,0,0,0,0
2101,1,21,2,0,21,0,0,0,0,0,0
2102,1,41,7,0,41,0,0,0,0,0,0
2103,1,15,1,0,15,0,0,0,0,0,0
2104,1,27,6,0,27,0,0,0,0,0,0
2105,1,22,3,0,22,0,0,0,0,0,0
2106,1,36,13,0,36,0,0,0,0,0,0
2107,1,10,18,0,10,0,0,0,0,0,0
2108,1,24,5,0,24,0,0,0,0,0,0
2109,1,19,1,0,19,0,0,0,0,0,0
2110,1,63,25,0,63,0,0,0,0,0,0
2111,1,47,15,0,47,0,0,0,0,0,0
2112,1,57,11,0,57,0,0,0,0,0,0
2113,1,14,4,0,14,0,0,0,0,0,0
2114,1,35,5,0,35,0,0,0,0,0,0
2115,1,12,0,2,12,0,0,0,0,0,0
2116,1,15,3,0,15,0,0,0,0,0,0
2117,1,31,15,0,31,0,0,0,0,0,0
2118,1,45,5,0,45,0,0,0,0,0,0
2119,1,35,24,0,35,0,0,0,0,0,0
2120,1,38,30,0,38,0,0,0,0,0,0
2121,1,26,11,0,26,0,0,0,0,0,0
2122,1,35,11,0,35,0,0,0,0,0,0
2123,1,53,36,0,53,0,0,0,0,0,0
2124,1,26,0,0,26,0,0,0,0,0,0
2125,1,16,0,0,16,0,0,0,0,0,0
2126,1,28,7,0,28,0,0,0,0,0,0
2127,1,16,1,1,16,0,0,0,0,0,0
2128,1,26,16,0,26,0,0,0,0,0,0
2129,1,26,11,0,26,0,0,0,0,0,0
2130,1,27,14,0,27,0,0,0,0,0,0
2131,1,33,6,0,33,0,0,0,0,0,0
2132,1,27,8,0,27,0,0,0,0,0,0
2133,1,37,10,0,37,0,0,0,0,0,0
2134,1,23,5,1,23,0,0,0,0,0,0
2135,1,13,0,0,13,0,0,0,0,0,0
2136,1,17,8,0,17,0,0,0,0,0,0
2137,1,30,0,0,30,0,0,0,0,0,0
2138,1,18,13,0,18,0,0,0,0,0,0
2139,1,30,9,0,30,0,0,0,0,0,0
2140,1,26,7,0,26,0,0,0,0,0,0
2141,1,16,9,0,16,0,0,0,0,0,0
2142,1,47,5,0,47,0,0,0,0,0,0
2143,1,16,7,0,16,0,0,0,0,0,0
2144,1,13,9,1,13,0,0,0,0,0,0
2145,1,32,13,1,32,0,0,0,0,0,0
2146,1,21,11,0,21,0,0,0,0,0,0
2147,1,24,8,0,24,0,0,0,0,0,0
2148,1,22,4,0,22,0,0,0,0,0,0
2149,1,14,2,0,14,0,0,0,0,0,0
2150,1,24,12,3,24,0,0,0,0,0,0
2151,1,24,1,0,24,0,0,0,0,0,0
2152,1,18,20,0,18,0,0,0,0,0,0
2153,1,14,2,0,14,0,0,0,0,0,0
2154,1,17,4,0,17,0,0,0,0,0,0
2155,1,14,0,0,14,0,0,0,0,0,0
2156,1,16,0,0,16,0,0,0,0,0,0
2157,1,15,0,0,15,0,0,0,0,0,0
2158,1,11,1,0,11,0,0,0,0,0,0
2159,1,15,0,1,15,0,0,0,0,0,0
2160,1,15,1,0,15,0,0,0,0,0,0
2161,1,16,8,0,16,0,0,0,0,0,0
2162,1,14,0,0,14,0,0,0,0,0,0
2163,1,17,0,0,17,0,0,0,0,0,0
2164,1,0,0,1,0,0,0,0,0,0,0
2165,1,32,2,0,32,0,0,0,0,0,0
2166,1,29,7,5,29,0,0,0,0,0,0
2167,1,19,12,0,19,0,0,0,0,0,0
2168,1,49,5,0,49,0,0,0,0,0,0
2169,1,62,25,1,62,0,0,0,0,0,0
2170,1,9,11,0,9,0,0,0,0,0,0
2171,1,33,7,0,33,0,0,0,0,0,0
2172,1,40,28,0,40,0,0,0,0,0,0
2173,1,46,31,0,46,0,0,0,0,0,0
2174,1,31,11,0,31,0,0,0,0,0,0
2175,1,15,0,0,15,0,0,0,0,0,0
2176,1,40,17,0,40,0,0,0,0,0,0
2177,1,20,5,0,20,0,0,0,0,0,0
2178,1,32,9,1,32,0,0,0,0,0,0
2179,1,34,11,1,34,0,0,0,0,0,0
2180,1,14,0,0,14,0,0,0,0,0,0
2181,1,16,10,2,16,0,0,0,0,0,0
2182,1,5,0,1,5,0,0,0,0,0,0
2183,1,21,0,0,21,0,0,0,0,0,0
2184,1,18,1,0,18,0,0,0,0,0,0
2185,1,14,6,0,14,0,0,0,0,0,0
2186,1,23,0,0,23,0,0,0,0,0,0
2187,1,20,22,0,20,0,0,0,0,0,0
2188,1,24,24,0,24,0,0,0,0,0,0
2189,1,24,30,0,24,0,0,0,0,0,0
2190,1,19,25,0,19,0,0,0,0,0,0
2191,1,4,0,0,4,0,0,0,0,0,0
2192,1,35,7,0,35,0,0,0,0,0,0
2193,1,15,4,0,15,0,0,0,0,0,0
2194,1,16,2,0,16,0,0,0,0,0,0
2195,1,20,6,0,20,0,0,0,0,0,0
2196,1,15,18,0,15,0,0,0,0,0,0
2197,1,23,4,0,23,0,0,0,0,0,0
2198,1,18,0,0,18,0,0,0,0,0,0
2199,1,16,4,0,16,0,0,0,0,0,0
2200,1,17,1,0,17,0,0,0,0,0,0
2201,1,15,11,0,15,0,0,0,0,0,0
2202,1,27,1,0,27,0,0,0,0,0,0
2203,1,25,6,0,25,0,0,0,0,0,0
2204,1,24,8,0,24,0,0,0,0,0,0
2205,1,14,0,1,14,0,0,0,0,0,0
2206,1,22,3,0,22,0,0,0,0,0,0
2207,1,15,3,0,15,0,0,0,0,0,0
2208,1,34,44,0,34,0,0,0,0,0,0
2209,1,14,3,9,14,0,0,0,0,0,0
2210,1,18,2,0,18,0,0,0,0,0,0
2211,1,13,3,0,13,0,0,0,0,0,0
2212,1,14,1,0,14,0,0,0,0,0,0
2213,1,30,0,1,30,0,0,0,0,0,0
2214,1,30,8,0,30,0,0,0,0,0,0
2215,1,18,3,0,18,0,0,0,0,0,0
2216,1,24,2,0,24,0,0,0,0,0,0
2217,1,21,0,0,21,0,0,0,0,0,0
2218,1,8,16,0,8,0,0,0,0,0,0
2219,1,23,3,0,23,0,0,0,0,0,0
2220,1,27,2,0,27,0,0,0,0,0,0
2221,1,9,10,0,9,0,0,0,0,0,0
2222,1,12,0,0,12,0,0,0,0,0,0
2223,1,22,1,0,22,0,0,0,0,0,0
2224,1,18,6,0,18,0,0,0,0,0,0
2225,1,17,6,0,17,0,0,0,0,0,0
2226,1,18,0,0,18,0,0,0,0,0,0
2227,1,16,2,0,16,0,0,0,0,0,0
2228,1,16,0,0,16,0,0,0,0,0,0
2229,1,13,2,2,13,0,0,0,0,0,0
2230,1,19,3,0,19,0,0,0,0,0,0
2231,1,2,0,0,2,0,0,0,0,0,0
2232,1,17,1,0,17,0,0,0,0,0,0
2233,1,14,1,0,14,0,0,0,0,0,0
2234,1,2,0,0,2,0,0,0,0,0,0
2235,1,13,2,0,13,0,0,0,0,0,0
2236,1,1,0,0,1,0,0,0,0,0,0
2237,1,18,3,0,18,0,0,0,0,0,0
2238,1,23,7,0,23,0,0,0,0,0,0
2239,1,17,1,0,17,0,0,0,0,0,0
2240,1,17,6,0,17,0,0,0,0,0,0
2241,1,14,1,0,14,0,0,0,0,0,0
2242,1,1,0,1,1,0,0,0,0,0,0
2243,1,10,1,0,10,0,0,0,0,0,0
2244,1,13,12,0,13,0,0,0,0,0,0
2245,1,35,25,0,35,0,0,0,0,0,0
2246,1,4,0,0,4,0,0,0,0,0,0
2247,1,15,12,0,15,0,0,0,0,0,0
2248,1,11,6,0,11,0,0,0,0,0,0
2249,1,8,15,0,8,0,0,0,0,0,0
2250,1,11,3,0,11,0,0,0,0,0,0
2251,1,22,6,0,22,0,0,0,0,0,0
2252,1,10,6,0,10,0,0,0,0,0,0
2253,1,11,6,0,11,0,0,0,0,0,0
2254,1,14,23,0,14,0,0,0,0,0,0
2255,1,21,5,0,21,0,0,0,0,0,0
2256,1,26,4,0,26,0,0,0,0,0,0
2257,1,25,9,1,25,0,0,0,0,0,0
2258,1,10,11,0,10,0,0,0,0,0,0
2259,1,11,2,0,11,0,0,0,0,0,0
2260,1,22,7,0,22,0,0,0,0,0,0
2261,1,11,1,1,11,0,0,0,0,0,0
2262,1,14,2,1,14,0,0,0,0,0,0
2263,1,33,17,0,33,0,0,0,0,0,0
2264,1,19,7,0,19,0,0,0,0,0,0
2265,1,27,2,0,27,0,0,0,0,0,0
2266,1,20,16,0,20,0,0,0,0,0,0
2267,1,27,13,0,27,0,0,0,0,0,0
2268,1,19,18,0,19,0,0,0,0,0,0
2269,1,10,9,0,10,0,0,0,0,0,0
2270,1,27,18,1,27,0,0,0,0,0,0
2271,1,87,28,0,87,0,0,0,0,0,0
2272,1,24,7,0,24,0,0,0,0,0,0
2273,1,16,4,0,16,0,0,0,0,0,0
2274,1,12,0,0,12,0,0,0,0,0,0
2275,1,16,5,0,16,0,0,0,0,0,0
2276,1,21,8,0,21,0,0,0,0,0,0
2277,1,28,1,1,28,0,0,0,0,0,0
2278,1,20,0,0,20,0,0,0,0,0,0
2279,1,15,3,0,15,0,0,0,0,0,0
2280,1,36,5,0,36,0,0,0,0,0,0
2281,1,23,0,0,23,0,0,0,0,0,0
2282,1,31,12,0,31,0,0,0,0,0,0
2283,1,19,0,0,19,0,0,0,0,0,0
2284,1,16,4,0,16,0,0,0,0,0,0
2285,1,30,11,0,30,0,0,0,0,0,0
2286,1,22,2,0,22,0,0,0,0,0,0
2287,1,14,1,2,14,0,0,0,0,0,0
2288,1,11,7,0,11,0,0,0,0,0,0
2289,1,21,4,0,21,0,0,0,0,0,0
2290,1,30,12,0,30,0,0,0,0,0,0
2291,1,37,13,0,37,0,0,0,0,0,0
2292,1,10,5,0,10,0,0,0,0,0,0
2293,1,21,6,0,21,0,0,0,0,0,0
2294,1,15,1,0,15,0,0,0,0,0,0
2295,1,19,3,0,19,0,0,0,0,0,0
2296,1,14,1,0,14,0,0,0,0,0,0
2297,1,14,8,0,14,0,0,0,0,0,0
2298,1,12,0,0,12,0,0,0,0,0,0
2299,1,14,12,0,14,0,0,0,0,0,0
2300,1,16,3,0,16,0,0,0,0,0,0
2301,1,16,0,0,16,0,0,0,0,0,0
2302,1,20,3,0,20,0,0,0,0,0,0
2303,1,30,10,0,30,0,0,0,0,0,0
2304,1,14,8,0,14,0,0,0,0,0,0
2305,1,35,10,0,35,0,0,0,0,0,0
2306,1,21,4,0,21,0,0,0,0,0,0
2307,1,20,7,0,20,0,0,0,0,0,0
2308,1,22,10,13,22,0,0,0,0,0,0
2309,1,32,14,0,32,0,0,0,0,0,0
2310,1,12,6,0,12,0,0,0,0,0,0
2311,1,11,6,0,11,0,0,0,0,0,0
2312,1,12,0,0,12,0,0,0,0,0,0
2313,1,12,0,0,12,0,0,0,0,0,0
2314,1,16,1,0,16,0,0,0,0,0,0
2315,1,21,5,1,21,0,0,0,0,0,0
2316,1,14,2,0,14,0,0,0,0,0,0
2317,1,16,3,0,16,0,0,0,0,0,0
2318,1,14,0,0,14,0,0,0,0,0,0
2319,1,22,12,0,22,0,0,0,0,0,0
2320,1,18,0,0,18,0,0,0,0,0,0
2321,1,25,10,0,25,0,0,0,0,0,0
2322,1,22,28,0,22,0,0,0,0,0,0
2323,1,9,6,0,9,0,0,0,0,0,0
2324,1,16,3,0,16,0,0,0,0,0,0
2325,1,16,7,0,16,0,0,0,0,0,0
2326,1,25,5,0,25,0,0,0,0,0,0
2327,1,12,5,0,12,0,0,0,0,0,0
2328,1,18,2,0,18,0,0,0,0,0,0
2329,1,19,12,0,19,0,0,0,0,0,0
2330,1,25,0,0,25,0,0,0,0,0,0
2331,1,23,11,0,23,0,0,0,0,0,0
2332,1,14,3,0,14,0,0,0,0,0,0
2333,1,24,3,0,24,0,0,0,0,0,0
2334,1,36,8,0,36,0,0,0,0,0,0
2335,1,22,6,0,22,0,0,0,0,0,0
2336,1,28,6,0,28,0,0,0,0,0,0
2337,1,15,10,0,15,0,0,0,0,0,0
2338,1,22,5,0,22,0,0,0,0,0,0
2339,1,21,1,0,21,0,0,0,0,0,0
2340,1,32,7,0,32,0,0,0,0,0,0
2341,1,19,1,3,19,0,0,0,0,0,0
2342,1,12,5,0,12,0,0,0,0,0,0
2343,1,12,3,0,12,0,0,0,0,0,0
2344,1,22,11,0,22,0,0,0,0,0,0
2345,1,17,2,0,17,0,0,0,0,0,0
2346,1,13,0,0,13,0,0,0,0,0,0
2347,1,24,2,2,24,0,0,0,0,0,0
2348,1,16,10,0,16,0,0,0,0,0,0
2349,1,19,17,1,19,0,0,0,0,0,0
2350,1,31,13,0,31,0,0,0,0,0,0
2351,1,11,4,0,11,0,0,0,0,0,0
2352,1,21,0,0,21,0,0,0,0,0,0
2353,1,17,5,0,17,0,0,0,0,0,0
2354,1,23,0,0,23,0,0,0,0,0,0
2355,1,17,2,2,17,0,0,0,0,0,0
2356,1,23,2,2,23,0,0,0,0,0,0
2357,1,16,3,0,16,0,0,0,0,0,0
2358,1,22,4,0,22,0,0,0,0,0,0
2359,1,14,7,0,14,0,0,0,0,0,0
2360,1,25,2,0,25,0,0,0,0,0,0
2361,1,19,6,0,19,0,0,0,0,0,0
2362,1,11,4,0,11,0,0,0,0,0,0
2363,1,21,12,0,21,0,0,0,0,0,0
2364,1,12,2,0,12,0,0,0,0,0,0
2365,1,12,14,0,12,0,0,0,0,0,0
2366,1,12,0,0,12,0,0,0,0,0,0
2367,1,36,5,0,36,0,0,0,0,0,0
2368,1,12,1,0,12,0,0,0,0,0,0
2369,1,11,0,0,11,0,0,0,0,0,0
2370,1,38,10,0,38,0,0,0,0,0,0
2371,1,37,8,0,37,0,0,0,0,0,0
2372,1,49,10,0,49,0,0,0,0,0,0
2373,1,11,1,0,11,0,0,0,0,0,0
2374,1,10,5,0,10,0,0,0,0,0,0
2375,1,9,4,0,9,0,0,0,0,0,0
